Date,SaleRep,EnrollDate,ClientID,ClientStatus,CancelDate,Cancel,DaysToCancel,EarlyCancellation,CancelledDebt,Program,CANCELREASON,SALESREPDAY
202505,Evan Baker,05/02/2025,502474,Cancelled,05/16/2025,1,14,1,28478,JGW,Not Responsive,20250502_Evan Baker
202505,Jay Harris,05/05/2025,502508,Cancelled,05/13/2025,1,8,1,9983,JGW,Financial Hardship,20250505_Jay Harris
202505,Jenna Marks,05/05/2025,502511,Cancelled,05/13/2025,1,8,1,41288,JGW,Financial Hardship,20250505_Jenna Marks
202505,Victor Chen,05/05/2025,502531,Cancelled,05/16/2025,1,11,1,51264,JGW,Buyer Remorse,20250505_Victor Chen
202505,Naddia Bazar,05/06/2025,502541,Cancelled,05/23/2025,1,17,1,46189,JGW,Buyer Remorse,20250506_Naddia Bazar
202505,Naddia Bazar,05/06/2025,502544,Cancelled,05/22/2025,1,16,1,11481,JGW,Buyer Remorse,20250506_Naddia Bazar
202505,Jay Harris,05/07/2025,502570,Cancelled,05/27/2025,1,20,1,32155,JGW,Not Responsive,20250507_Jay Harris
202505,Tara Singh,05/07/2025,502580,Cancelled,05/26/2025,1,19,1,59021,JGW,Not Responsive,20250507_Tara Singh
202505,Tara Singh,05/07/2025,502584,Cancelled,05/21/2025,1,14,1,18977,JGW,Not Responsive,20250507_Tara Singh
202505,Naddia Bazar,05/09/2025,502634,Cancelled,05/16/2025,1,7,1,10230,JGW,Buyer Remorse,20250509_Naddia Bazar
202505,Alexander Dagen,05/09/2025,502652,Cancelled,05/20/2025,1,11,1,36873,JGW,Not Responsive,20250509_Alexander Dagen
202505,Evan Baker,05/12/2025,502658,Cancelled,05/25/2025,1,13,1,12778,JGW,Financial Hardship,20250512_Evan Baker
202505,Victor Chen,05/12/2025,502677,Cancelled,05/29/2025,1,17,1,44338,JGW,Not Responsive,20250512_Victor Chen
202505,Victor Chen,05/12/2025,502681,Cancelled,05/31/2025,1,19,1,39883,JGW,Not Responsive,20250512_Victor Chen
202505,Evan Baker,05/13/2025,502684,Cancelled,05/27/2025,1,14,1,33478,JGW,Financial Hardship,20250513_Evan Baker
202505,Jenna Marks,05/13/2025,502688,Cancelled,05/21/2025,1,8,1,55252,JGW,Buyer Remorse,20250513_Jenna Marks
202505,Marcus Lee,05/13/2025,502694,Cancelled,05/22/2025,1,9,1,48525,JGW,Buyer Remorse,20250513_Marcus Lee
202505,Lisa Wong,05/14/2025,502715,Cancelled,05/24/2025,1,10,1,13290,JGW,Buyer Remorse,20250514_Lisa Wong
202505,Lisa Wong,05/15/2025,502734,Cancelled,05/31/2025,1,16,1,10825,JGW,Financial Hardship,20250515_Lisa Wong
202505,Sofia Cruz,05/15/2025,502739,Cancelled,05/23/2025,1,8,1,59478,JGW,Buyer Remorse,20250515_Sofia Cruz
202505,Evan Baker,05/16/2025,502747,Cancelled,06/03/2025,1,18,1,39746,JGW,Buyer Remorse,20250516_Evan Baker
202505,Jenna Marks,05/19/2025,502788,Cancelled,06/03/2025,1,15,1,49111,JGW,Not Responsive,20250519_Jenna Marks
202505,Evan Baker,05/20/2025,502807,Cancelled,06/05/2025,1,16,1,11569,JGW,Financial Hardship,20250520_Evan Baker
202505,Sofia Cruz,05/20/2025,502819,Cancelled,06/07/2025,1,18,1,49109,JGW,Not Responsive,20250520_Sofia Cruz
202505,Evan Baker,05/22/2025,502848,Cancelled,06/06/2025,1,15,1,18227,JGW,Not Responsive,20250522_Evan Baker
202505,Jay Harris,05/23/2025,502879,Cancelled,06/03/2025,1,11,1,47186,JGW,Financial Hardship,20250523_Jay Harris
202505,Tara Singh,05/23/2025,502892,Cancelled,05/28/2025,1,5,1,22714,JGW,Buyer Remorse,20250523_Tara Singh
202505,Evan Baker,05/26/2025,502904,Cancelled,06/08/2025,1,13,1,45700,JGW,Buyer Remorse,20250526_Evan Baker
202505,Evan Baker,05/26/2025,502905,Cancelled,06/10/2025,1,15,1,46119,JGW,Financial Hardship,20250526_Evan Baker
202505,Evan Baker,05/26/2025,502907,Cancelled,06/11/2025,1,16,1,18702,JGW,Financial Hardship,20250526_Evan Baker
202505,Marcus Lee,05/26/2025,502921,Cancelled,06/04/2025,1,9,1,18684,JGW,Not Responsive,20250526_Marcus Lee
202505,Alexander Dagen,05/26/2025,502934,Cancelled,06/03/2025,1,8,1,27967,JGW,Buyer Remorse,20250526_Alexander Dagen
202505,Jay Harris,05/27/2025,502939,Cancelled,06/16/2025,1,20,1,15321,JGW,Financial Hardship,20250527_Jay Harris
202505,Naddia Bazar,05/27/2025,502944,Cancelled,06/04/2025,1,8,1,51750,JGW,Buyer Remorse,20250527_Naddia Bazar
202505,Jenna Marks,05/28/2025,502974,Cancelled,06/17/2025,1,20,1,64149,JGW,Not Responsive,20250528_Jenna Marks
202505,Tara Singh,05/28/2025,502981,Cancelled,06/08/2025,1,11,1,19057,JGW,Financial Hardship,20250528_Tara Singh
202505,Victor Chen,05/28/2025,502994,Cancelled,06/03/2025,1,6,1,16821,JGW,Buyer Remorse,20250528_Victor Chen
202505,Evan Baker,05/30/2025,503019,Cancelled,06/05/2025,1,6,1,29003,JGW,Buyer Remorse,20250530_Evan Baker
202505,Naddia Bazar,05/30/2025,503030,Cancelled,06/14/2025,1,15,1,19126,JGW,Buyer Remorse,20250530_Naddia Bazar
202505,Marcus Lee,05/30/2025,503035,Cancelled,06/19/2025,1,20,1,45521,JGW,Buyer Remorse,20250530_Marcus Lee
202506,Jay Harris,06/02/2025,503047,Cancelled,06/17/2025,1,15,1,45892,JGW,Financial Hardship,20250602_Jay Harris
202506,Naddia Bazar,06/03/2025,503083,Cancelled,06/10/2025,1,7,1,9304,JGW,Financial Hardship,20250603_Naddia Bazar
202506,Alexander Dagen,06/03/2025,503108,Cancelled,06/09/2025,1,6,1,28196,JGW,Not Responsive,20250603_Alexander Dagen
202506,Naddia Bazar,06/05/2025,503149,Cancelled,06/10/2025,1,5,1,22711,JGW,Not Responsive,20250605_Naddia Bazar
202506,Tara Singh,06/05/2025,503157,Cancelled,06/23/2025,1,18,1,15690,JGW,Financial Hardship,20250605_Tara Singh
202506,Evan Baker,06/06/2025,503177,Cancelled,06/18/2025,1,12,1,11850,JGW,Financial Hardship,20250606_Evan Baker
202506,Naddia Bazar,06/06/2025,503184,Cancelled,06/16/2025,1,10,1,44671,JGW,Financial Hardship,20250606_Naddia Bazar
202506,Victor Chen,06/06/2025,503204,Cancelled,06/22/2025,1,16,1,40434,JGW,Not Responsive,20250606_Victor Chen
202506,Lisa Wong,06/09/2025,503215,Cancelled,06/17/2025,1,8,1,29538,JGW,Financial Hardship,20250609_Lisa Wong
202506,Marcus Lee,06/09/2025,503217,Cancelled,06/28/2025,1,19,1,18077,JGW,Not Responsive,20250609_Marcus Lee
202506,Alexander Dagen,06/09/2025,503227,Cancelled,06/16/2025,1,7,1,60307,JGW,Not Responsive,20250609_Alexander Dagen
202506,Victor Chen,06/10/2025,503254,Cancelled,06/17/2025,1,7,1,45259,JGW,Buyer Remorse,20250610_Victor Chen
202506,Tara Singh,06/11/2025,503271,Cancelled,06/28/2025,1,17,1,43020,JGW,Buyer Remorse,20250611_Tara Singh
202506,Victor Chen,06/11/2025,503289,Cancelled,06/21/2025,1,10,1,35648,JGW,Buyer Remorse,20250611_Victor Chen
202506,Tara Singh,06/12/2025,503297,Cancelled,06/29/2025,1,17,1,27056,JGW,Financial Hardship,20250612_Tara Singh
202506,Marcus Lee,06/12/2025,503301,Cancelled,06/27/2025,1,15,1,42623,JGW,Not Responsive,20250612_Marcus Lee
202506,Sofia Cruz,06/12/2025,503307,Cancelled,06/26/2025,1,14,1,36588,JGW,Not Responsive,20250612_Sofia Cruz
202506,Tara Singh,06/13/2025,503327,Cancelled,07/01/2025,1,18,1,60875,JGW,Buyer Remorse,20250613_Tara Singh
202506,Marcus Lee,06/16/2025,503367,Cancelled,06/25/2025,1,9,1,57754,JGW,Not Responsive,20250616_Marcus Lee
202506,Evan Baker,06/17/2025,503382,Cancelled,07/02/2025,1,15,1,27761,JGW,Financial Hardship,20250617_Evan Baker
202506,Naddia Bazar,06/17/2025,503388,Cancelled,06/30/2025,1,13,1,9534,JGW,Buyer Remorse,20250617_Naddia Bazar
202506,Lisa Wong,06/17/2025,503393,Cancelled,06/25/2025,1,8,1,16114,JGW,Financial Hardship,20250617_Lisa Wong
202506,Alexander Dagen,06/17/2025,503408,Cancelled,06/26/2025,1,9,1,14045,JGW,Financial Hardship,20250617_Alexander Dagen
202506,Lisa Wong,06/18/2025,503428,Cancelled,06/27/2025,1,9,1,39845,JGW,Buyer Remorse,20250618_Lisa Wong
202506,Marcus Lee,06/18/2025,503433,Cancelled,06/24/2025,1,6,1,30849,JGW,Financial Hardship,20250618_Marcus Lee
202506,Evan Baker,06/19/2025,503447,Cancelled,06/29/2025,1,10,1,50330,JGW,Not Responsive,20250619_Evan Baker
202506,Marcus Lee,06/19/2025,503459,Cancelled,07/04/2025,1,15,1,37113,JGW,Financial Hardship,20250619_Marcus Lee
202506,Marcus Lee,06/19/2025,503460,Cancelled,06/24/2025,1,5,1,46593,JGW,Financial Hardship,20250619_Marcus Lee
202506,Alexander Dagen,06/19/2025,503470,Cancelled,06/25/2025,1,6,1,19892,JGW,Financial Hardship,20250619_Alexander Dagen
202506,Evan Baker,06/20/2025,503480,Cancelled,06/25/2025,1,5,1,34678,JGW,Financial Hardship,20250620_Evan Baker
202506,Tara Singh,06/20/2025,503494,Cancelled,07/10/2025,1,20,1,8035,JGW,Financial Hardship,20250620_Tara Singh
202506,Alexander Dagen,06/20/2025,503511,Cancelled,06/29/2025,1,9,1,29525,JGW,Not Responsive,20250620_Alexander Dagen
202506,Evan Baker,06/23/2025,503518,Cancelled,07/12/2025,1,19,1,43300,JGW,Not Responsive,20250623_Evan Baker
202506,Marcus Lee,06/23/2025,503532,Cancelled,07/10/2025,1,17,1,21702,JGW,Buyer Remorse,20250623_Marcus Lee
202506,Jenna Marks,06/24/2025,503553,Cancelled,07/12/2025,1,18,1,22715,JGW,Not Responsive,20250624_Jenna Marks
202506,Lisa Wong,06/24/2025,503563,Cancelled,07/09/2025,1,15,1,60956,JGW,Financial Hardship,20250624_Lisa Wong
202506,Alexander Dagen,06/24/2025,503573,Cancelled,07/13/2025,1,19,1,16358,JGW,Buyer Remorse,20250624_Alexander Dagen
202506,Alexander Dagen,06/24/2025,503575,Cancelled,06/30/2025,1,6,1,36301,JGW,Not Responsive,20250624_Alexander Dagen
202506,Naddia Bazar,06/25/2025,503583,Cancelled,07/10/2025,1,15,1,59310,JGW,Not Responsive,20250625_Naddia Bazar
202506,Alexander Dagen,06/25/2025,503599,Cancelled,07/01/2025,1,6,1,17476,JGW,Financial Hardship,20250625_Alexander Dagen
202506,Alexander Dagen,06/26/2025,503626,Cancelled,07/05/2025,1,9,1,14631,JGW,Financial Hardship,20250626_Alexander Dagen
202506,Jay Harris,06/27/2025,503633,Cancelled,07/06/2025,1,9,1,54592,JGW,Buyer Remorse,20250627_Jay Harris
202506,Jay Harris,06/30/2025,503658,Cancelled,07/07/2025,1,7,1,44080,JGW,Financial Hardship,20250630_Jay Harris
202506,Jenna Marks,06/30/2025,503659,Cancelled,07/15/2025,1,15,1,46270,JGW,Financial Hardship,20250630_Jenna Marks
202506,Naddia Bazar,06/30/2025,503663,Cancelled,07/19/2025,1,19,1,33059,JGW,Buyer Remorse,20250630_Naddia Bazar
202506,Lisa Wong,06/30/2025,503669,Cancelled,07/11/2025,1,11,1,31608,JGW,Financial Hardship,20250630_Lisa Wong
202506,Sofia Cruz,06/30/2025,503676,Cancelled,07/14/2025,1,14,1,25113,JGW,Financial Hardship,20250630_Sofia Cruz
202507,Jenna Marks,07/01/2025,503685,Cancelled,07/12/2025,1,11,1,59898,JGW,Financial Hardship,20250701_Jenna Marks
202507,Tara Singh,07/01/2025,503690,Cancelled,07/17/2025,1,16,1,56352,JGW,Financial Hardship,20250701_Tara Singh
202507,Lisa Wong,07/01/2025,503695,Cancelled,07/07/2025,1,6,1,46466,JGW,Buyer Remorse,20250701_Lisa Wong
202507,Sofia Cruz,07/01/2025,503707,Cancelled,07/21/2025,1,20,1,19641,JGW,Buyer Remorse,20250701_Sofia Cruz
202507,Alexander Dagen,07/01/2025,503710,Cancelled,07/07/2025,1,6,1,42366,JGW,Financial Hardship,20250701_Alexander Dagen
202507,Victor Chen,07/01/2025,503711,Cancelled,07/16/2025,1,15,1,41982,JGW,Financial Hardship,20250701_Victor Chen
202507,Victor Chen,07/02/2025,503744,Cancelled,07/10/2025,1,8,1,32165,JGW,Not Responsive,20250702_Victor Chen
202507,Evan Baker,07/03/2025,503747,Cancelled,07/22/2025,1,19,1,38288,JGW,Financial Hardship,20250703_Evan Baker
202507,Evan Baker,07/04/2025,503768,Cancelled,07/21/2025,1,17,1,47203,JGW,Buyer Remorse,20250704_Evan Baker
202507,Lisa Wong,07/04/2025,503783,Cancelled,07/19/2025,1,15,1,19378,JGW,Buyer Remorse,20250704_Lisa Wong
202507,Evan Baker,07/07/2025,503797,Cancelled,07/12/2025,1,5,1,39596,JGW,Not Responsive,20250707_Evan Baker
202507,Naddia Bazar,07/07/2025,503808,Cancelled,07/26/2025,1,19,1,50076,JGW,Not Responsive,20250707_Naddia Bazar
202507,Naddia Bazar,07/08/2025,503838,Cancelled,07/25/2025,1,17,1,39588,JGW,Financial Hardship,20250708_Naddia Bazar
202507,Tara Singh,07/08/2025,503844,Cancelled,07/17/2025,1,9,1,39512,JGW,Not Responsive,20250708_Tara Singh
202507,Lisa Wong,07/08/2025,503846,Cancelled,07/24/2025,1,16,1,20427,JGW,Financial Hardship,20250708_Lisa Wong
202507,Victor Chen,07/09/2025,503892,Cancelled,07/19/2025,1,10,1,21168,JGW,Buyer Remorse,20250709_Victor Chen
202507,Jay Harris,07/10/2025,503896,Cancelled,07/18/2025,1,8,1,27210,JGW,Financial Hardship,20250710_Jay Harris
202507,Marcus Lee,07/10/2025,503910,Cancelled,07/26/2025,1,16,1,48029,JGW,Financial Hardship,20250710_Marcus Lee
202507,Sofia Cruz,07/10/2025,503914,Cancelled,07/18/2025,1,8,1,17100,JGW,Not Responsive,20250710_Sofia Cruz
202507,Victor Chen,07/10/2025,503919,Cancelled,07/25/2025,1,15,1,20316,JGW,Buyer Remorse,20250710_Victor Chen
202507,Jay Harris,07/11/2025,503924,Cancelled,07/29/2025,1,18,1,60032,JGW,Financial Hardship,20250711_Jay Harris
202507,Naddia Bazar,07/11/2025,503930,Cancelled,07/31/2025,1,20,1,41071,JGW,Buyer Remorse,20250711_Naddia Bazar
202507,Tara Singh,07/11/2025,503939,Cancelled,07/26/2025,1,15,1,54908,JGW,Financial Hardship,20250711_Tara Singh
202507,Jenna Marks,07/14/2025,503951,Cancelled,07/21/2025,1,7,1,27069,JGW,Financial Hardship,20250714_Jenna Marks
202507,Sofia Cruz,07/14/2025,503970,Cancelled,07/29/2025,1,15,1,54069,JGW,Financial Hardship,20250714_Sofia Cruz
202507,Jay Harris,07/15/2025,503974,Cancelled,07/30/2025,1,15,1,32687,JGW,Buyer Remorse,20250715_Jay Harris
202507,Lisa Wong,07/16/2025,504005,Cancelled,07/28/2025,1,12,1,24056,JGW,Financial Hardship,20250716_Lisa Wong
202507,Victor Chen,07/16/2025,504015,Cancelled,08/05/2025,1,20,1,22741,JGW,Financial Hardship,20250716_Victor Chen
202507,Jay Harris,07/17/2025,504020,Cancelled,07/27/2025,1,10,1,29314,JGW,Financial Hardship,20250717_Jay Harris
202507,Naddia Bazar,07/17/2025,504023,Cancelled,07/25/2025,1,8,1,40018,JGW,Buyer Remorse,20250717_Naddia Bazar
202507,Tara Singh,07/17/2025,504027,Cancelled,07/28/2025,1,11,1,16063,JGW,Not Responsive,20250717_Tara Singh
202507,Lisa Wong,07/17/2025,504030,Cancelled,07/25/2025,1,8,1,10294,JGW,Not Responsive,20250717_Lisa Wong
202507,Marcus Lee,07/17/2025,504032,Cancelled,07/31/2025,1,14,1,51133,JGW,Buyer Remorse,20250717_Marcus Lee
202507,Evan Baker,07/18/2025,504039,Cancelled,07/27/2025,1,9,1,23538,JGW,Financial Hardship,20250718_Evan Baker
202507,Jenna Marks,07/18/2025,504049,Cancelled,07/31/2025,1,13,1,21353,JGW,Not Responsive,20250718_Jenna Marks
202507,Tara Singh,07/18/2025,504055,Cancelled,07/30/2025,1,12,1,32834,JGW,Buyer Remorse,20250718_Tara Singh
202507,Lisa Wong,07/18/2025,504058,Cancelled,07/25/2025,1,7,1,34658,JGW,Financial Hardship,20250718_Lisa Wong
202507,Marcus Lee,07/18/2025,504067,Cancelled,08/03/2025,1,16,1,40087,JGW,Not Responsive,20250718_Marcus Lee
202507,Marcus Lee,07/21/2025,504090,Cancelled,08/02/2025,1,12,1,13208,JGW,Buyer Remorse,20250721_Marcus Lee
202507,Jay Harris,07/23/2025,504128,Cancelled,08/05/2025,1,13,1,39943,JGW,Buyer Remorse,20250723_Jay Harris
202507,Sofia Cruz,07/23/2025,504150,Cancelled,08/04/2025,1,12,1,40768,JGW,Buyer Remorse,20250723_Sofia Cruz
202507,Victor Chen,07/24/2025,504176,Cancelled,08/08/2025,1,15,1,8035,JGW,Buyer Remorse,20250724_Victor Chen
202507,Marcus Lee,07/25/2025,504202,Cancelled,08/12/2025,1,18,1,36581,JGW,Not Responsive,20250725_Marcus Lee
202507,Marcus Lee,07/28/2025,504229,Cancelled,08/10/2025,1,13,1,29270,JGW,Not Responsive,20250728_Marcus Lee
202507,Naddia Bazar,07/30/2025,504273,Cancelled,08/13/2025,1,14,1,62062,JGW,Buyer Remorse,20250730_Naddia Bazar
202507,Naddia Bazar,07/30/2025,504276,Cancelled,08/17/2025,1,18,1,22700,JGW,Financial Hardship,20250730_Naddia Bazar
202507,Alexander Dagen,07/30/2025,504294,Cancelled,08/08/2025,1,9,1,59698,JGW,Not Responsive,20250730_Alexander Dagen
202507,Marcus Lee,07/31/2025,504313,Cancelled,08/05/2025,1,5,1,31704,JGW,Financial Hardship,20250731_Marcus Lee
202507,Victor Chen,07/31/2025,504326,Cancelled,08/08/2025,1,8,1,32358,JGW,Not Responsive,20250731_Victor Chen
202507,Victor Chen,07/31/2025,504327,Cancelled,08/10/2025,1,10,1,46116,JGW,Buyer Remorse,20250731_Victor Chen
202508,Jenna Marks,08/01/2025,504337,Cancelled,08/11/2025,1,10,1,50103,JGW,Not Responsive,20250801_Jenna Marks
202508,Jenna Marks,08/01/2025,504338,Cancelled,08/19/2025,1,18,1,18508,JGW,Not Responsive,20250801_Jenna Marks
202508,Victor Chen,08/01/2025,504365,Cancelled,08/16/2025,1,15,1,39706,JGW,Buyer Remorse,20250801_Victor Chen
202508,Victor Chen,08/01/2025,504366,Cancelled,08/17/2025,1,16,1,28224,JGW,Financial Hardship,20250801_Victor Chen
202508,Evan Baker,08/05/2025,504397,Cancelled,08/15/2025,1,10,1,31158,JGW,Not Responsive,20250805_Evan Baker
202508,Tara Singh,08/06/2025,504430,Cancelled,08/11/2025,1,5,1,21986,JGW,Not Responsive,20250806_Tara Singh
202508,Victor Chen,08/06/2025,504445,Cancelled,08/17/2025,1,11,1,61937,JGW,Buyer Remorse,20250806_Victor Chen
202508,Lisa Wong,08/07/2025,504464,Cancelled,08/21/2025,1,14,1,31841,JGW,Not Responsive,20250807_Lisa Wong
202508,Jay Harris,08/08/2025,504483,Cancelled,08/22/2025,1,14,1,60813,JGW,Financial Hardship,20250808_Jay Harris
202508,Tara Singh,08/08/2025,504489,Cancelled,08/24/2025,1,16,1,33939,JGW,Buyer Remorse,20250808_Tara Singh
202508,Marcus Lee,08/08/2025,504494,Cancelled,08/13/2025,1,5,1,35168,JGW,Buyer Remorse,20250808_Marcus Lee
202508,Jenna Marks,08/11/2025,504511,Cancelled,08/16/2025,1,5,1,21353,JGW,Financial Hardship,20250811_Jenna Marks
202508,Lisa Wong,08/11/2025,504524,Cancelled,08/20/2025,1,9,1,26020,JGW,Not Responsive,20250811_Lisa Wong
202508,Marcus Lee,08/11/2025,504525,Cancelled,08/30/2025,1,19,1,64815,JGW,Not Responsive,20250811_Marcus Lee
202508,Marcus Lee,08/11/2025,504528,Cancelled,08/31/2025,1,20,1,19837,JGW,Financial Hardship,20250811_Marcus Lee
202508,Alexander Dagen,08/11/2025,504536,Cancelled,08/21/2025,1,10,1,27579,JGW,Not Responsive,20250811_Alexander Dagen
202508,Victor Chen,08/11/2025,504538,Cancelled,08/26/2025,1,15,1,64020,JGW,Financial Hardship,20250811_Victor Chen
202508,Jay Harris,08/12/2025,504545,Cancelled,08/23/2025,1,11,1,31913,JGW,Buyer Remorse,20250812_Jay Harris
202508,Sofia Cruz,08/13/2025,504592,Cancelled,08/18/2025,1,5,1,26680,JGW,Financial Hardship,20250813_Sofia Cruz
202508,Alexander Dagen,08/13/2025,504593,Cancelled,08/19/2025,1,6,1,34398,JGW,Financial Hardship,20250813_Alexander Dagen
202508,Alexander Dagen,08/13/2025,504594,Cancelled,09/02/2025,1,20,1,50256,JGW,Buyer Remorse,20250813_Alexander Dagen
202508,Victor Chen,08/13/2025,504598,Cancelled,08/28/2025,1,15,1,34236,JGW,Financial Hardship,20250813_Victor Chen
202508,Victor Chen,08/13/2025,504599,Cancelled,08/27/2025,1,14,1,48129,JGW,Not Responsive,20250813_Victor Chen
202508,Evan Baker,08/14/2025,504603,Cancelled,08/19/2025,1,5,1,22681,JGW,Buyer Remorse,20250814_Evan Baker
202508,Tara Singh,08/14/2025,504610,Cancelled,08/28/2025,1,14,1,15261,JGW,Buyer Remorse,20250814_Tara Singh
202508,Victor Chen,08/14/2025,504628,Cancelled,09/03/2025,1,20,1,53545,JGW,Buyer Remorse,20250814_Victor Chen
202508,Victor Chen,08/14/2025,504629,Cancelled,08/25/2025,1,11,1,21924,JGW,Financial Hardship,20250814_Victor Chen
202508,Lisa Wong,08/15/2025,504644,Cancelled,09/03/2025,1,19,1,23765,JGW,Buyer Remorse,20250815_Lisa Wong
202508,Lisa Wong,08/15/2025,504645,Cancelled,09/03/2025,1,19,1,25482,JGW,Financial Hardship,20250815_Lisa Wong
202508,Lisa Wong,08/15/2025,504647,Cancelled,09/02/2025,1,18,1,44064,JGW,Buyer Remorse,20250815_Lisa Wong
202508,Marcus Lee,08/15/2025,504650,Cancelled,09/01/2025,1,17,1,14410,JGW,Not Responsive,20250815_Marcus Lee
202508,Alexander Dagen,08/18/2025,504689,Cancelled,09/03/2025,1,16,1,38064,JGW,Financial Hardship,20250818_Alexander Dagen
202508,Naddia Bazar,08/19/2025,504693,Cancelled,09/06/2025,1,18,1,49929,JGW,Buyer Remorse,20250819_Naddia Bazar
202508,Alexander Dagen,08/19/2025,504717,Cancelled,09/02/2025,1,14,1,37744,JGW,Not Responsive,20250819_Alexander Dagen
202508,Victor Chen,08/19/2025,504718,Cancelled,09/02/2025,1,14,1,16089,JGW,Buyer Remorse,20250819_Victor Chen
202508,Victor Chen,08/19/2025,504720,Cancelled,09/01/2025,1,13,1,62664,JGW,Buyer Remorse,20250819_Victor Chen
202508,Evan Baker,08/21/2025,504753,Cancelled,09/09/2025,1,19,1,51914,JGW,Buyer Remorse,20250821_Evan Baker
202508,Evan Baker,08/21/2025,504754,Cancelled,08/29/2025,1,8,1,13548,JGW,Financial Hardship,20250821_Evan Baker
202508,Naddia Bazar,08/21/2025,504759,Cancelled,09/01/2025,1,11,1,54986,JGW,Not Responsive,20250821_Naddia Bazar
202508,Tara Singh,08/21/2025,504766,Cancelled,08/30/2025,1,9,1,15517,JGW,Not Responsive,20250821_Tara Singh
202508,Victor Chen,08/21/2025,504776,Cancelled,08/30/2025,1,9,1,49693,JGW,Not Responsive,20250821_Victor Chen
202508,Naddia Bazar,08/22/2025,504784,Cancelled,09/10/2025,1,19,1,17710,JGW,Buyer Remorse,20250822_Naddia Bazar
202508,Tara Singh,08/22/2025,504785,Cancelled,09/10/2025,1,19,1,27841,JGW,Buyer Remorse,20250822_Tara Singh
202508,Victor Chen,08/22/2025,504807,Cancelled,09/01/2025,1,10,1,12428,JGW,Buyer Remorse,20250822_Victor Chen
202508,Jay Harris,08/25/2025,504817,Cancelled,09/01/2025,1,7,1,15502,JGW,Financial Hardship,20250825_Jay Harris
202508,Jenna Marks,08/25/2025,504818,Cancelled,09/04/2025,1,10,1,63094,JGW,Financial Hardship,20250825_Jenna Marks
202508,Lisa Wong,08/25/2025,504826,Cancelled,08/30/2025,1,5,1,20602,JGW,Not Responsive,20250825_Lisa Wong
202508,Evan Baker,08/26/2025,504841,Cancelled,09/10/2025,1,15,1,23110,JGW,Buyer Remorse,20250826_Evan Baker
202508,Tara Singh,08/26/2025,504854,Cancelled,09/06/2025,1,11,1,58117,JGW,Not Responsive,20250826_Tara Singh
202508,Alexander Dagen,08/26/2025,504865,Cancelled,09/07/2025,1,12,1,14819,JGW,Not Responsive,20250826_Alexander Dagen
202508,Alexander Dagen,08/26/2025,504868,Cancelled,09/01/2025,1,6,1,22926,JGW,Buyer Remorse,20250826_Alexander Dagen
202508,Evan Baker,08/27/2025,504871,Cancelled,09/16/2025,1,20,1,56360,JGW,Buyer Remorse,20250827_Evan Baker
202508,Jay Harris,08/27/2025,504875,Cancelled,09/04/2025,1,8,1,17028,JGW,Not Responsive,20250827_Jay Harris
202508,Naddia Bazar,08/27/2025,504878,Cancelled,09/14/2025,1,18,1,46575,JGW,Not Responsive,20250827_Naddia Bazar
202508,Evan Baker,08/28/2025,504905,Cancelled,09/09/2025,1,12,1,17303,JGW,Not Responsive,20250828_Evan Baker
202508,Jenna Marks,08/28/2025,504910,Cancelled,09/14/2025,1,17,1,13537,JGW,Financial Hardship,20250828_Jenna Marks
202508,Evan Baker,08/29/2025,504931,Cancelled,09/10/2025,1,12,1,25982,JGW,Not Responsive,20250829_Evan Baker
202508,Evan Baker,08/29/2025,504933,Cancelled,09/11/2025,1,13,1,33860,JGW,Financial Hardship,20250829_Evan Baker
202508,Tara Singh,08/29/2025,504939,Cancelled,09/14/2025,1,16,1,38568,JGW,Financial Hardship,20250829_Tara Singh
202508,Alexander Dagen,08/29/2025,504948,Cancelled,09/06/2025,1,8,1,50990,JGW,Not Responsive,20250829_Alexander Dagen
202509,Evan Baker,09/01/2025,504956,Cancelled,09/13/2025,1,12,1,55075,JGW,Financial Hardship,20250901_Evan Baker
202509,Evan Baker,09/01/2025,504957,Cancelled,09/20/2025,1,19,1,15154,JGW,Buyer Remorse,20250901_Evan Baker
202509,Evan Baker,09/01/2025,504958,Cancelled,09/12/2025,1,11,1,41491,JGW,Financial Hardship,20250901_Evan Baker
202509,Lisa Wong,09/01/2025,504968,Cancelled,09/12/2025,1,11,1,46746,JGW,Financial Hardship,20250901_Lisa Wong
202509,Sofia Cruz,09/01/2025,504972,Cancelled,09/10/2025,1,9,1,46186,JGW,Financial Hardship,20250901_Sofia Cruz
202509,Lisa Wong,09/03/2025,505035,Cancelled,09/14/2025,1,11,1,17384,JGW,Financial Hardship,20250903_Lisa Wong
202509,Evan Baker,09/04/2025,505047,Cancelled,09/09/2025,1,5,1,20788,JGW,Financial Hardship,20250904_Evan Baker
202509,Sofia Cruz,09/04/2025,505067,Cancelled,09/09/2025,1,5,1,49030,JGW,Buyer Remorse,20250904_Sofia Cruz
202509,Victor Chen,09/04/2025,505075,Cancelled,09/11/2025,1,7,1,22037,JGW,Financial Hardship,20250904_Victor Chen
202509,Evan Baker,09/05/2025,505076,Cancelled,09/18/2025,1,13,1,19672,JGW,Not Responsive,20250905_Evan Baker
202509,Evan Baker,09/08/2025,505102,Cancelled,09/27/2025,1,19,1,61642,JGW,Financial Hardship,20250908_Evan Baker
